subject,opponent,matchup,side2_count,side3_count,tape_runs,tape_mean,tape_min,tape_max,simulation_runs,simulation_mean,simulation_min,simulation_max,absolute_mean_delta,tape_band_error,tape_classification,wrong_stable_winner,unresolved_runs
elite_boyar,arbalester,Arbalester vs Elite Boyar,21,11,1,25.636363636363637,25.636363636363637,25.636363636363637,5,19.454545454545453,19.454545454545453,19.454545454545453,6.181818181818183,6.181818181818183,stable,false,0
elite_boyar,champion,Elite Boyar vs Champion,10,21,1,-51.06666666666667,-51.06666666666667,-51.06666666666667,5,-50.08,-51.733333333333334,-47.06666666666667,0.9866666666666717,0.9866666666666717,stable,false,0
elite_boyar,elite_elephant,Elite Boyar vs Elite Battle Elephant,18,14,4,-3.4166997354497357,-21.25925925925926,7.857142857142857,15,-4.923280423280422,-22.037037037037038,22.053571428571427,1.5065806878306867,0,knife-edge,false,0
elite_boyar,heavy_cav_archer,Heavy Cavalry Archer vs Elite Boyar,21,16,1,10.5,10.5,10.5,5,-37.57142857142857,-43.333333333333336,-31.25,48.07142857142857,48.07142857142857,stable,true,0
elite_boyar,heavy_scorpion,Heavy Scorpion vs Elite Boyar,15,18,1,77.70370370370371,77.70370370370371,77.70370370370371,5,61.0074074074074,53.333333333333336,71.85185185185185,16.69629629629631,16.69629629629631,stable,false,0
elite_boyar,paladin,Elite Boyar vs Paladin,18,17,1,-53.148148148148145,-53.148148148148145,-53.148148148148145,5,-47.022222222222226,-49.7037037037037,-45.7037037037037,6.12592592592592,6.12592592592592,stable,false,0
elite_conquistador,arbalester,Elite Conquistador vs Arbalester,12,21,4,-31.89814814814815,-36.111111111111114,-27.59259259259259,5,31.13095238095238,9.821428571428571,49.107142857142854,63.02910052910053,58.723544973544975,stable,true,0
elite_conquistador,champion,Elite Conquistador vs Champion,10,21,1,-78.44444444444444,-78.44444444444444,-78.44444444444444,5,-57,-57,-57,21.444444444444443,21.444444444444443,stable,false,0
elite_conquistador,elite_elephant,Elite Conquistador vs Elite Battle Elephant,18,14,4,-52.64969135802469,-64.80246913580247,-43.71604938271605,0,,,,,,stable,true,5
elite_conquistador,heavy_cav_archer,Heavy Cavalry Archer vs Elite Conquistador,21,17,4,-6.389618347338937,-14.523809523809524,12.745098039215685,15,-4.458022097727979,-19.94047619047619,18.30065359477124,1.9315962496109575,0,knife-edge,false,0
elite_conquistador,heavy_scorpion,Elite Conquistador vs Heavy Scorpion,18,15,4,-18.88888888888889,-30.27777777777778,-12.777777777777779,5,-5.044444444444444,-14.166666666666666,8.38888888888889,13.844444444444445,7.733333333333334,stable,false,0
elite_conquistador,paladin,Elite Conquistador vs Paladin,18,16,1,-75.12345679012346,-75.12345679012346,-75.12345679012346,5,-53.88888888888889,-53.888888888888886,-53.888888888888886,21.234567901234563,21.234567901234563,stable,false,0
elite_gbeto,arbalester,Elite Gbeto vs Arbalester,17,21,4,39.404761904761905,34.76190476190476,46.666666666666664,5,64.85714285714286,61.904761904761905,66.66666666666667,25.452380952380956,18.190476190476197,stable,false,0
elite_gbeto,champion,Elite Gbeto vs Champion,15,21,1,-91.33333333333333,-91.33333333333333,-91.33333333333333,5,-76.66666666666667,-76.66666666666667,-76.66666666666667,14.666666666666657,14.666666666666657,stable,false,0
elite_gbeto,elite_elephant,Elite Gbeto vs Elite Battle Elephant,21,11,4,-42.08095238095238,-53.095238095238095,-32.49523809523809,5,-65.83333333333333,-65.83333333333333,-65.83333333333333,23.752380952380946,12.738095238095234,stable,false,0
elite_gbeto,heavy_cav_archer,Heavy Cavalry Archer vs Elite Gbeto,17,21,4,33.92857142857143,28.095238095238095,38.95238095238095,5,4.531932773109244,-41.911764705882355,19.238095238095237,29.396638655462187,23.56330532212885,stable,false,0
elite_gbeto,heavy_scorpion,Elite Gbeto vs Heavy Scorpion,21,12,4,7.484126984126984,-8.952380952380953,19.166666666666668,15,46.81481481481482,33.888888888888886,62.77777777777778,39.330687830687836,27.64814814814815,knife-edge,false,0
elite_gbeto,paladin,Elite Gbeto vs Paladin,21,13,1,-55.714285714285715,-55.714285714285715,-55.714285714285715,5,-75.71428571428571,-75.71428571428571,-75.71428571428571,19.999999999999993,19.999999999999993,stable,false,0
elite_genoese_crossbowman,arbalester,Elite Genoese Crossbowman vs Arbalester,18,21,4,30.892857142857142,28.333333333333332,33.095238095238095,3,26.984126984126988,20,40.714285714285715,3.9087301587301546,1.3492063492063444,stable,false,2
elite_genoese_crossbowman,champion,Elite Genoese Crossbowman vs Champion,16,21,1,-74.25,-74.25,-74.25,5,-65,-65,-65,9.25,9.25,stable,false,0
elite_genoese_crossbowman,elite_elephant,Elite Genoese Crossbowman vs Elite Battle Elephant,21,10,1,-98.38095238095238,-98.38095238095238,-98.38095238095238,5,-96.95238095238095,-96.95238095238095,-96.95238095238095,1.4285714285714306,1.4285714285714306,stable,false,0
