matchup,ratio,ranged_count,melee_count,tape_mean,tape_min,tape_max,simulation_mean,simulation_min,simulation_max,mean_delta,absolute_mean_delta,tape_band_error,tape_band_coverage,wrong_winner_runs,unresolved_runs,archive,zip_sha256
Arbalester vs Elite Steppe Lancer,20v15,20,15,25.44,17.6,32.8,48.53333333333333,48.53333333333333,48.53333333333333,23.09333333333333,23.09333333333333,15.733333333333334,0,0,0,aoe2_golden_kiting_arbalestervssteppe_2026-08-06.zip,3F4D8F0B69AE82A874E28FD1A9B801C9B0DFB4F46A17B4692F4457ADB2CB9C34
Arbalester vs Elite Steppe Lancer,20v20,20,20,51.88000000000001,47.4,56.2,72.4,72.4,72.4,20.519999999999996,20.519999999999996,16.200000000000003,0,0,0,aoe2_golden_kiting_arbalestervssteppe_2026-08-06.zip,3F4D8F0B69AE82A874E28FD1A9B801C9B0DFB4F46A17B4692F4457ADB2CB9C34
Arbalester vs Elite Steppe Lancer,5v10,5,10,83.28,82,84,91.6,91.6,91.6,8.319999999999993,8.319999999999993,7.599999999999994,0,0,0,aoe2_golden_kiting_arbalestervssteppe_2026-08-06.zip,3F4D8F0B69AE82A874E28FD1A9B801C9B0DFB4F46A17B4692F4457ADB2CB9C34
Arbalester vs Paladin,10v5,10,5,57.666666666666664,55.666666666666664,60,66,66,66,8.333333333333336,8.333333333333336,6,0,0,0,aoe2_golden_kiting_arbalestervspaladin_2026-08-06.zip,2049164F01A4E237AEABACBAA120837AE60A0E133AC0319C645210DA16717068
Arbalester vs Paladin,15v20,15,20,87.01666666666667,85.83333333333333,88.66666666666667,86.5,86.5,86.5,-0.5166666666666657,0.5166666666666657,0,1,0,0,aoe2_golden_kiting_arbalestervspaladin_2026-08-06.zip,2049164F01A4E237AEABACBAA120837AE60A0E133AC0319C645210DA16717068
Arbalester vs Paladin,20v15,20,15,69.02222222222221,66.33333333333333,72,71.11111111111111,71.11111111111111,71.11111111111111,2.088888888888903,2.088888888888903,0,1,0,0,aoe2_golden_kiting_arbalestervspaladin_2026-08-06.zip,2049164F01A4E237AEABACBAA120837AE60A0E133AC0319C645210DA16717068
Arbalester vs Paladin,20v20,20,20,78.9,76.58333333333333,82.16666666666667,80.5,80.5,80.5,1.5999999999999943,1.5999999999999943,0,1,0,0,aoe2_golden_kiting_arbalestervspaladin_2026-08-06.zip,2049164F01A4E237AEABACBAA120837AE60A0E133AC0319C645210DA16717068
Arbalester vs Paladin,5v10,5,10,92.9,92.33333333333333,93.16666666666667,92.83333333333333,92.83333333333333,92.83333333333333,-0.06666666666667709,0.06666666666667709,0,1,0,0,aoe2_golden_kiting_arbalestervspaladin_2026-08-06.zip,2049164F01A4E237AEABACBAA120837AE60A0E133AC0319C645210DA16717068
Heavy Cav Archer vs Champion,10v5,10,5,-99.025,-100,-98.375,-91.875,-91.875,-91.875,7.150000000000006,7.150000000000006,6.5,0,0,0,aoe2_golden_kiting_hcavarchervschampion_2026-08-06.zip,EB47F418B2D88BFB99D0083CF05DE153B329D531B0E179494DAE1A5CA3D921C5
Heavy Cav Archer vs Champion,15v20,15,20,-56.98333333333333,-69.5,-49.833333333333336,-76,-76,-76,-19.016666666666673,19.016666666666673,6.5,0,0,0,aoe2_golden_kiting_hcavarchervschampion_2026-08-06.zip,EB47F418B2D88BFB99D0083CF05DE153B329D531B0E179494DAE1A5CA3D921C5
Heavy Cav Archer vs Champion,20v15,20,15,-96.075,-99.1875,-92.5625,-87.6875,-87.6875,-87.6875,8.387500000000003,8.387500000000003,4.875,0,0,0,aoe2_golden_kiting_hcavarchervschampion_2026-08-06.zip,EB47F418B2D88BFB99D0083CF05DE153B329D531B0E179494DAE1A5CA3D921C5
Heavy Cav Archer vs Champion,20v20,20,20,-83.4125,-88.625,-73.5,-86.0625,-86.0625,-86.0625,-2.6500000000000057,2.6500000000000057,0,1,0,0,aoe2_golden_kiting_hcavarchervschampion_2026-08-06.zip,EB47F418B2D88BFB99D0083CF05DE153B329D531B0E179494DAE1A5CA3D921C5
Heavy Cav Archer vs Champion,5v10,5,10,44.57142857142857,36.57142857142857,49.142857142857146,35.714285714285715,35.714285714285715,35.714285714285715,-8.857142857142854,8.857142857142854,0.8571428571428541,0,0,0,aoe2_golden_kiting_hcavarchervschampion_2026-08-06.zip,EB47F418B2D88BFB99D0083CF05DE153B329D531B0E179494DAE1A5CA3D921C5
Heavy Cav Archer vs Elite Battle Elephant,10v5,10,5,75.125,74.125,76.375,77.5,77.5,77.5,2.375,2.375,1.125,0,0,0,aoe2_golden_kiting_hcavarchervselephant_2026-08-06.zip,CB7D0D448D35C09013C028FBC5A38E6267D8BBA09B3DB02125E9BD3E746A3F90
Heavy Cav Archer vs Elite Battle Elephant,15v20,15,20,92.3,91.5,93.25,92.46875,92.46875,92.46875,0.16875000000000284,0.16875000000000284,0,1,0,0,aoe2_golden_kiting_hcavarchervselephant_2026-08-06.zip,CB7D0D448D35C09013C028FBC5A38E6267D8BBA09B3DB02125E9BD3E746A3F90
Heavy Cav Archer vs Elite Battle Elephant,20v15,20,15,82.90833333333333,80.875,86.125,80.29166666666667,80.29166666666667,80.29166666666667,-2.61666666666666,2.61666666666666,0.5833333333333286,0,0,0,aoe2_golden_kiting_hcavarchervselephant_2026-08-06.zip,CB7D0D448D35C09013C028FBC5A38E6267D8BBA09B3DB02125E9BD3E746A3F90
Heavy Cav Archer vs Elite Battle Elephant,20v20,20,20,88.8375,87.875,89.46875,86.59375,86.59375,86.59375,-2.2437500000000057,2.2437500000000057,1.28125,0,0,0,aoe2_golden_kiting_hcavarchervselephant_2026-08-06.zip,CB7D0D448D35C09013C028FBC5A38E6267D8BBA09B3DB02125E9BD3E746A3F90
Heavy Cav Archer vs Elite Battle Elephant,5v10,5,10,96,95.8125,96.3125,96.75,96.75,96.75,0.75,0.75,0.4375,0,0,0,aoe2_golden_kiting_hcavarchervselephant_2026-08-06.zip,CB7D0D448D35C09013C028FBC5A38E6267D8BBA09B3DB02125E9BD3E746A3F90
Heavy Cav Archer vs Elite Fire Lancer,10v5,10,5,-92.575,-95.875,-86.5,-69.875,-69.875,-69.875,22.700000000000003,22.700000000000003,16.625,0,0,0,aoe2_golden_kiting_hcavarchervsfirelancer_2026-08-06.zip,DB044077EC928ECED80DFD69B517D535B691035C859F964DF2B6911CE54F74B6
Heavy Cav Archer vs Elite Fire Lancer,15v20,15,20,37.30588235294117,25.176470588235293,49.11764705882353,49.294117647058826,49.294117647058826,49.294117647058826,11.988235294117658,11.988235294117658,0.17647058823529704,0,0,0,aoe2_golden_kiting_hcavarchervsfirelancer_2026-08-06.zip,DB044077EC928ECED80DFD69B517D535B691035C859F964DF2B6911CE54F74B6
Heavy Cav Archer vs Elite Fire Lancer,20v15,20,15,-57.925,-63.3125,-49.0625,-63.0625,-63.0625,-63.0625,-5.137500000000003,5.137500000000003,0,1,0,0,aoe2_golden_kiting_hcavarchervsfirelancer_2026-08-06.zip,DB044077EC928ECED80DFD69B517D535B691035C859F964DF2B6911CE54F74B6
Heavy Cav Archer vs Elite Fire Lancer,20v20,20,20,-32.475,-55.625,17,-34.5,-34.5,-34.5,-2.0249999999999986,2.0249999999999986,0,1,1,0,aoe2_golden_kiting_hcavarchervsfirelancer_2026-08-06.zip,DB044077EC928ECED80DFD69B517D535B691035C859F964DF2B6911CE54F74B6
Heavy Cav Archer vs Elite Fire Lancer,5v10,5,10,71.48235294117646,63.05882352941177,78,80.11764705882354,80.11764705882354,80.11764705882354,8.635294117647078,8.635294117647078,2.117647058823536,0,0,0,aoe2_golden_kiting_hcavarchervsfirelancer_2026-08-06.zip,DB044077EC928ECED80DFD69B517D535B691035C859F964DF2B6911CE54F74B6
Heavy Cav Archer vs Elite Steppe Lancer,10v5,10,5,-86.25,-92.5,-80,-61.25,-61.25,-61.25,25,25,18.75,0,0,0,aoe2_golden_kiting_hcavarchervssteppe_2026-08-06.zip,74D83F2EBE0D7EE89AD76C50D68147D4D0B085FA0223B1CECB59FF83198C9373
Heavy Cav Archer vs Elite Steppe Lancer,15v20,15,20,59.2,54.5,63.25,49.25,49.25,49.25,-9.950000000000003,9.950000000000003,5.25,0,0,0,aoe2_golden_kiting_hcavarchervssteppe_2026-08-06.zip,74D83F2EBE0D7EE89AD76C50D68147D4D0B085FA0223B1CECB59FF83198C9373
Heavy Cav Archer vs Elite Steppe Lancer,20v15,20,15,-26.5,-32.5,-21.875,-29.375,-29.375,-29.375,-2.875,2.875,0,1,0,0,aoe2_golden_kiting_hcavarchervssteppe_2026-08-06.zip,74D83F2EBE0D7EE89AD76C50D68147D4D0B085FA0223B1CECB59FF83198C9373
Heavy Cav Archer vs Elite Steppe Lancer,20v20,20,20,29.6,23.5,40,33.75,33.75,33.75,4.149999999999999,4.149999999999999,0,1,0,0,aoe2_golden_kiting_hcavarchervssteppe_2026-08-06.zip,74D83F2EBE0D7EE89AD76C50D68147D4D0B085FA0223B1CECB59FF83198C9373
Heavy Cav Archer vs Elite Steppe Lancer,5v10,5,10,80.2,75,88,84,84,84,3.799999999999997,3.799999999999997,0,1,0,0,aoe2_golden_kiting_hcavarchervssteppe_2026-08-06.zip,74D83F2EBE0D7EE89AD76C50D68147D4D0B085FA0223B1CECB59FF83198C9373
Heavy Cav Archer vs Paladin,10v5,10,5,-39.9,-57,-18.875,-15.625,-15.625,-15.625,24.275,24.275,3.25,0,0,0,aoe2_golden_kiting_hcavarchervspaladin_2026-08-06.zip,8902DE64B120E6302860F8F9B35B572523B29B4C0F305C65A7DA6D0C286F7968
Heavy Cav Archer vs Paladin,15v20,15,20,76.2,71.66666666666667,80.66666666666667,69.22222222222223,69.22222222222223,69.22222222222223,-6.977777777777774,6.977777777777774,2.444444444444443,0,0,0,aoe2_golden_kiting_hcavarchervspaladin_2026-08-06.zip,8902DE64B120E6302860F8F9B35B572523B29B4C0F305C65A7DA6D0C286F7968
Heavy Cav Archer vs Paladin,20v15,20,15,39.49629629629629,32.74074074074074,48.44444444444444,18.814814814814813,18.814814814814813,18.814814814814813,-20.68148148148148,20.68148148148148,13.925925925925927,0,0,0,aoe2_golden_kiting_hcavarchervspaladin_2026-08-06.zip,8902DE64B120E6302860F8F9B35B572523B29B4C0F305C65A7DA6D0C286F7968
Heavy Cav Archer vs Paladin,20v20,20,20,61.355555555555554,51.888888888888886,70.33333333333333,56.777777777777786,56.77777777777778,56.77777777777778,-4.577777777777769,4.577777777777769,0,1,0,0,aoe2_golden_kiting_hcavarchervspaladin_2026-08-06.zip,8902DE64B120E6302860F8F9B35B572523B29B4C0F305C65A7DA6D0C286F7968
Heavy Cav Archer vs Paladin,5v10,5,10,88.22222222222221,87.33333333333333,89.55555555555556,87.77777777777777,87.77777777777777,87.77777777777777,-0.44444444444444287,0.44444444444444287,0,1,0,0,aoe2_golden_kiting_hcavarchervspaladin_2026-08-06.zip,8902DE64B120E6302860F8F9B35B572523B29B4C0F305C65A7DA6D0C286F7968
Heavy Scorpion vs Champion,10v5,10,5,-90.33333333333334,-91.5,-87.16666666666667,-97.16666666666667,-97.16666666666667,-97.16666666666667,-6.833333333333329,6.833333333333329,5.666666666666671,0,0,0,aoe2_golden_ranged_scorpionvschampion_2026-08-05.zip,30235D984F503172123DFD2D4D24AB9AB513EE57A29C6825AF2252B7879B6EDB
Heavy Scorpion vs Champion,15v20,15,20,28.2,23.857142857142858,35.285714285714285,-91.44444444444444,-91.44444444444444,-91.44444444444444,-119.64444444444445,119.64444444444445,115.3015873015873,0,5,0,aoe2_golden_ranged_scorpionvschampion_2026-08-05.zip,30235D984F503172123DFD2D4D24AB9AB513EE57A29C6825AF2252B7879B6EDB
Heavy Scorpion vs Champion,20v15,20,15,-66.78333333333333,-80.08333333333333,-40.083333333333336,-95.75,-95.75,-95.75,-28.96666666666667,28.96666666666667,15.666666666666671,0,0,0,aoe2_golden_ranged_scorpionvschampion_2026-08-05.zip,30235D984F503172123DFD2D4D24AB9AB513EE57A29C6825AF2252B7879B6EDB
Heavy Scorpion vs Champion,20v20,20,20,-53.5,-75.08333333333333,-32.166666666666664,-95,-95,-95,-41.5,41.5,19.91666666666667,0,0,0,aoe2_golden_ranged_scorpionvschampion_2026-08-05.zip,30235D984F503172123DFD2D4D24AB9AB513EE57A29C6825AF2252B7879B6EDB
Heavy Scorpion vs Champion,5v10,5,10,58.68571428571429,43.42857142857143,67.71428571428571,-80,-80,-80,-138.68571428571428,138.68571428571428,123.42857142857143,0,5,0,aoe2_golden_ranged_scorpionvschampion_2026-08-05.zip,30235D984F503172123DFD2D4D24AB9AB513EE57A29C6825AF2252B7879B6EDB
Heavy Scorpion vs Paladin,10v5,10,5,55.28888888888889,50.666666666666664,60,-68.66666666666667,-68.66666666666667,-68.66666666666667,-123.95555555555556,123.95555555555556,119.33333333333334,0,5,0,aoe2_golden_ranged_scorpionvspaladin_2026-08-05.zip,32135C127DE9CB2A07C78E5323C3D13F9671803480F379B6627AAE638750708E
Heavy Scorpion vs Paladin,15v20,15,20,76.71111111111111,66.66666666666667,85.55555555555556,-73.33333333333333,-73.33333333333333,-73.33333333333333,-150.04444444444442,150.04444444444442,140,0,5,0,aoe2_golden_ranged_scorpionvspaladin_2026-08-05.zip,32135C127DE9CB2A07C78E5323C3D13F9671803480F379B6627AAE638750708E
Heavy Scorpion vs Paladin,20v15,20,15,62.16296296296296,55.55555555555556,71.25925925925925,-77.25,-77.25,-77.25,-139.41296296296295,139.41296296296295,132.80555555555554,0,5,0,aoe2_golden_ranged_scorpionvspaladin_2026-08-05.zip,32135C127DE9CB2A07C78E5323C3D13F9671803480F379B6627AAE638750708E
Heavy Scorpion vs Paladin,20v20,20,20,68.11111111111111,56.333333333333336,78.11111111111111,-78.66666666666667,-78.66666666666667,-78.66666666666667,-146.77777777777777,146.77777777777777,135,0,5,0,aoe2_golden_ranged_scorpionvspaladin_2026-08-05.zip,32135C127DE9CB2A07C78E5323C3D13F9671803480F379B6627AAE638750708E
Heavy Scorpion vs Paladin,5v10,5,10,90.66666666666666,88.88888888888889,93.55555555555556,62.222222222222214,62.22222222222222,62.22222222222222,-28.444444444444443,28.444444444444443,26.66666666666667,0,0,0,aoe2_golden_ranged_scorpionvspaladin_2026-08-05.zip,32135C127DE9CB2A07C78E5323C3D13F9671803480F379B6627AAE638750708E
Elite Skirmisher vs Champion,10v5,10,5,47.2,39.42857142857143,51.42857142857143,,,,,,,0,0,5,aoe2_golden_kiting_eliteskirmvschampion_2026-08-06.zip,974A951AD0E9AE211A0BF40913EF6028187732404C6F8514E637C64B79D54716
Elite Skirmisher vs Champion,15v20,15,20,86.68571428571428,83.14285714285714,88.42857142857143,76.42857142857143,76.42857142857143,76.42857142857143,-10.257142857142853,10.257142857142853,6.714285714285708,0,0,0,aoe2_golden_kiting_eliteskirmvschampion_2026-08-06.zip,974A951AD0E9AE211A0BF40913EF6028187732404C6F8514E637C64B79D54716
Elite Skirmisher vs Champion,20v15,20,15,58.8952380952381,53.904761904761905,66.85714285714286,25.142857142857142,25.142857142857142,25.142857142857142,-33.75238095238096,33.75238095238096,28.761904761904763,0,0,0,aoe2_golden_kiting_eliteskirmvschampion_2026-08-06.zip,974A951AD0E9AE211A0BF40913EF6028187732404C6F8514E637C64B79D54716
Elite Skirmisher vs Champion,20v20,20,20,80.14285714285715,76.57142857142857,83.42857142857143,61.857142857142854,61.857142857142854,61.857142857142854,-18.2857142857143,18.2857142857143,14.714285714285715,0,0,0,aoe2_golden_kiting_eliteskirmvschampion_2026-08-06.zip,974A951AD0E9AE211A0BF40913EF6028187732404C6F8514E637C64B79D54716
Elite Skirmisher vs Champion,5v10,5,10,91.88571428571429,90.85714285714286,92.28571428571429,90,90,90,-1.8857142857142861,1.8857142857142861,0.8571428571428612,0,0,0,aoe2_golden_kiting_eliteskirmvschampion_2026-08-06.zip,974A951AD0E9AE211A0BF40913EF6028187732404C6F8514E637C64B79D54716
Elite Skirmisher vs Elite Battle Elephant,10v5,10,5,94.8875,93.4375,96.4375,94.125,94.125,94.125,-0.7625000000000028,0.7625000000000028,0,1,0,0,aoe2_golden_kiting_eliteskirmvselephant_2026-08-06.zip,12984A63F05BDCFB3242C46CD45144D2E6B8D304C7AF15C951CBB41652095EB6
Elite Skirmisher vs Elite Battle Elephant,15v20,15,20,99.09375,98.9375,99.25,98.109375,98.109375,98.109375,-0.984375,0.984375,0.828125,0,0,0,aoe2_golden_kiting_eliteskirmvselephant_2026-08-06.zip,12984A63F05BDCFB3242C46CD45144D2E6B8D304C7AF15C951CBB41652095EB6
Elite Skirmisher vs Elite Battle Elephant,20v15,20,15,97.1,96.35416666666667,97.75,96.02083333333333,96.02083333333333,96.02083333333333,-1.0791666666666657,1.0791666666666657,0.3333333333333428,0,0,0,aoe2_golden_kiting_eliteskirmvselephant_2026-08-06.zip,12984A63F05BDCFB3242C46CD45144D2E6B8D304C7AF15C951CBB41652095EB6
Elite Skirmisher vs Elite Battle Elephant,20v20,20,20,98.48125,98.1875,98.65625,97.375,97.375,97.375,-1.1062500000000028,1.1062500000000028,0.8125,0,0,0,aoe2_golden_kiting_eliteskirmvselephant_2026-08-06.zip,12984A63F05BDCFB3242C46CD45144D2E6B8D304C7AF15C951CBB41652095EB6
Elite Skirmisher vs Elite Battle Elephant,5v10,5,10,99.20625,99.09375,99.28125,99.375,99.375,99.375,0.16875000000000284,0.16875000000000284,0.09375,0,0,0,aoe2_golden_kiting_eliteskirmvselephant_2026-08-06.zip,12984A63F05BDCFB3242C46CD45144D2E6B8D304C7AF15C951CBB41652095EB6
Elite Skirmisher vs Elite Fire Lancer,10v5,10,5,59.811764705882354,52.705882352941174,63.294117647058826,39.76470588235294,39.76470588235294,39.76470588235294,-20.04705882352941,20.04705882352941,12.941176470588232,0,0,0,aoe2_golden_kiting_eliteskirmvsfirelancer_2026-08-06.zip,93ABC691DEE14824AEA6D4154EC69231477E6A246E60D2D6E117FC6FCFE975D1
Elite Skirmisher vs Elite Fire Lancer,15v20,15,20,90.98823529411764,89.29411764705883,92,91.58823529411765,91.58823529411765,91.58823529411765,0.6000000000000085,0.6000000000000085,0,1,0,0,aoe2_golden_kiting_eliteskirmvsfirelancer_2026-08-06.zip,93ABC691DEE14824AEA6D4154EC69231477E6A246E60D2D6E117FC6FCFE975D1
Elite Skirmisher vs Elite Fire Lancer,20v15,20,15,76.53333333333333,70.3529411764706,79.45098039215686,53.88235294117648,53.88235294117647,53.88235294117647,-22.650980392156853,22.650980392156853,16.470588235294116,0,0,0,aoe2_golden_kiting_eliteskirmvsfirelancer_2026-08-06.zip,93ABC691DEE14824AEA6D4154EC69231477E6A246E60D2D6E117FC6FCFE975D1
Elite Skirmisher vs Elite Fire Lancer,20v20,20,20,88.61176470588235,87.29411764705883,89.6470588235294,71.23529411764706,71.23529411764706,71.23529411764706,-17.376470588235293,17.376470588235293,16.058823529411768,0,0,0,aoe2_golden_kiting_eliteskirmvsfirelancer_2026-08-06.zip,93ABC691DEE14824AEA6D4154EC69231477E6A246E60D2D6E117FC6FCFE975D1
Elite Skirmisher vs Elite Fire Lancer,5v10,5,10,94.77647058823531,94.11764705882354,95.29411764705883,97.17647058823529,97.17647058823529,97.17647058823529,2.3999999999999773,2.3999999999999773,1.882352941176464,0,0,0,aoe2_golden_kiting_eliteskirmvsfirelancer_2026-08-06.zip,93ABC691DEE14824AEA6D4154EC69231477E6A246E60D2D6E117FC6FCFE975D1
Elite Skirmisher vs Elite Steppe Lancer,10v5,10,5,89.88,89.6,90.4,91.2,91.2,91.2,1.3200000000000074,1.3200000000000074,0.7999999999999972,0,0,0,aoe2_golden_kiting_eliteskirmvssteppe_2026-08-06.zip,9500E4703ACB48273C83D71CE4313820BA92391EE80CAF2882F92AF12B46414B
Elite Skirmisher vs Elite Steppe Lancer,15v20,15,20,97.91,97.45,98.3,97.85,97.85,97.85,-0.060000000000002274,0.060000000000002274,0,1,0,0,aoe2_golden_kiting_eliteskirmvssteppe_2026-08-06.zip,9500E4703ACB48273C83D71CE4313820BA92391EE80CAF2882F92AF12B46414B
Elite Skirmisher vs Elite Steppe Lancer,20v15,20,15,93.37333333333333,91.86666666666666,94.4,94.26666666666667,94.26666666666667,94.26666666666667,0.8933333333333309,0.8933333333333309,0,1,0,0,aoe2_golden_kiting_eliteskirmvssteppe_2026-08-06.zip,9500E4703ACB48273C83D71CE4313820BA92391EE80CAF2882F92AF12B46414B
Elite Skirmisher vs Elite Steppe Lancer,20v20,20,20,96.97,96.45,97.65,96.65,96.65,96.65,-0.3199999999999932,0.3199999999999932,0,1,0,0,aoe2_golden_kiting_eliteskirmvssteppe_2026-08-06.zip,9500E4703ACB48273C83D71CE4313820BA92391EE80CAF2882F92AF12B46414B
Elite Skirmisher vs Elite Steppe Lancer,5v10,5,10,98.16,98.1,98.3,98.3,98.3,98.3,0.14000000000000057,0.14000000000000057,0,1,0,0,aoe2_golden_kiting_eliteskirmvssteppe_2026-08-06.zip,9500E4703ACB48273C83D71CE4313820BA92391EE80CAF2882F92AF12B46414B
Elite Skirmisher vs Paladin,10v5,10,5,94.15555555555555,93.77777777777777,94.66666666666667,92.77777777777777,92.77777777777777,92.77777777777777,-1.37777777777778,1.37777777777778,1,0,0,0,aoe2_golden_kiting_eliteskirmvspaladin_2026-08-06.zip,631C21349C4ECE89A9DB997C2AD8873CA98B04EC4DB89EACF9BAC65EEE589E1F
Elite Skirmisher vs Paladin,15v20,15,20,98.47777777777779,98.33333333333333,98.69444444444444,96.94444444444444,96.94444444444444,96.94444444444444,-1.5333333333333456,1.5333333333333456,1.3888888888888857,0,0,0,aoe2_golden_kiting_eliteskirmvspaladin_2026-08-06.zip,631C21349C4ECE89A9DB997C2AD8873CA98B04EC4DB89EACF9BAC65EEE589E1F
Elite Skirmisher vs Paladin,20v15,20,15,95.5111111111111,93.96296296296296,96.14814814814815,93.92592592592592,93.92592592592592,93.92592592592592,-1.585185185185182,1.585185185185182,0.03703703703703809,0,0,0,aoe2_golden_kiting_eliteskirmvspaladin_2026-08-06.zip,631C21349C4ECE89A9DB997C2AD8873CA98B04EC4DB89EACF9BAC65EEE589E1F
