matchup,ratio,ranged_count,melee_count,tape_mean,tape_min,tape_max,simulation_mean,simulation_min,simulation_max,mean_delta,absolute_mean_delta,tape_band_error,tape_band_coverage,wrong_winner_runs,unresolved_runs,archive,zip_sha256
Arbalester vs Elite Fire Lancer,15v20,15,20,31.705882352941178,24.41176470588235,40,43.8235294117647,43.8235294117647,43.8235294117647,12.117647058823525,12.117647058823525,3.823529411764703,0,0,0,aoe2_golden_kiting_arbalestervsfirelancer_2026-08-06.zip,2993135C74E069273CFE689C398C0316DD02F29D01E95D20FB3F1D86C3B42D38
Arbalester vs Elite Fire Lancer,20v15,20,15,-77.025,-81.125,-71.625,-62.5,-62.5,-62.5,14.525000000000006,14.525000000000006,9.125,0,0,0,aoe2_golden_kiting_arbalestervsfirelancer_2026-08-06.zip,2993135C74E069273CFE689C398C0316DD02F29D01E95D20FB3F1D86C3B42D38
Arbalester vs Elite Fire Lancer,20v20,20,20,-50.175,-58.5,-41.875,-40.125,-40.125,-40.125,10.049999999999997,10.049999999999997,1.75,0,0,0,aoe2_golden_kiting_arbalestervsfirelancer_2026-08-06.zip,2993135C74E069273CFE689C398C0316DD02F29D01E95D20FB3F1D86C3B42D38
Arbalester vs Elite Fire Lancer,5v10,5,10,68.94117647058823,65.29411764705883,72.94117647058823,72.94117647058823,72.94117647058823,72.94117647058823,4,4,0,1,0,0,aoe2_golden_kiting_arbalestervsfirelancer_2026-08-06.zip,2993135C74E069273CFE689C398C0316DD02F29D01E95D20FB3F1D86C3B42D38
Arbalester vs Elite Steppe Lancer,10v5,10,5,-49.2,-59,-38,-28,-28,-28,21.200000000000003,21.200000000000003,10,0,0,0,aoe2_golden_kiting_arbalestervssteppe_2026-08-06.zip,3F4D8F0B69AE82A874E28FD1A9B801C9B0DFB4F46A17B4692F4457ADB2CB9C34
Arbalester vs Elite Steppe Lancer,15v20,15,20,71.84,68.8,78.4,64.6,64.6,64.6,-7.240000000000009,7.240000000000009,4.200000000000003,0,0,0,aoe2_golden_kiting_arbalestervssteppe_2026-08-06.zip,3F4D8F0B69AE82A874E28FD1A9B801C9B0DFB4F46A17B4692F4457ADB2CB9C34
Arbalester vs Elite Steppe Lancer,20v15,20,15,25.44,17.6,32.8,17.866666666666667,17.866666666666667,17.866666666666667,-7.573333333333334,7.573333333333334,0,1,0,0,aoe2_golden_kiting_arbalestervssteppe_2026-08-06.zip,3F4D8F0B69AE82A874E28FD1A9B801C9B0DFB4F46A17B4692F4457ADB2CB9C34
Arbalester vs Elite Steppe Lancer,20v20,20,20,51.88000000000001,47.4,56.2,54.6,54.6,54.6,2.7199999999999918,2.7199999999999918,0,1,0,0,aoe2_golden_kiting_arbalestervssteppe_2026-08-06.zip,3F4D8F0B69AE82A874E28FD1A9B801C9B0DFB4F46A17B4692F4457ADB2CB9C34
Arbalester vs Elite Steppe Lancer,5v10,5,10,83.28,82,84,86.4,86.4,86.4,3.1200000000000045,3.1200000000000045,2.4000000000000057,0,0,0,aoe2_golden_kiting_arbalestervssteppe_2026-08-06.zip,3F4D8F0B69AE82A874E28FD1A9B801C9B0DFB4F46A17B4692F4457ADB2CB9C34
Arbalester vs Paladin,10v5,10,5,57.666666666666664,55.666666666666664,60,66,66,66,8.333333333333336,8.333333333333336,6,0,0,0,aoe2_golden_kiting_arbalestervspaladin_2026-08-06.zip,2049164F01A4E237AEABACBAA120837AE60A0E133AC0319C645210DA16717068
Arbalester vs Paladin,15v20,15,20,87.01666666666667,85.83333333333333,88.66666666666667,89.25,89.25,89.25,2.2333333333333343,2.2333333333333343,0.5833333333333286,0,0,0,aoe2_golden_kiting_arbalestervspaladin_2026-08-06.zip,2049164F01A4E237AEABACBAA120837AE60A0E133AC0319C645210DA16717068
Arbalester vs Paladin,20v15,20,15,69.02222222222221,66.33333333333333,72,76.11111111111111,76.11111111111111,76.11111111111111,7.088888888888903,7.088888888888903,4.111111111111114,0,0,0,aoe2_golden_kiting_arbalestervspaladin_2026-08-06.zip,2049164F01A4E237AEABACBAA120837AE60A0E133AC0319C645210DA16717068
Arbalester vs Paladin,20v20,20,20,78.9,76.58333333333333,82.16666666666667,85.16666666666667,85.16666666666667,85.16666666666667,6.266666666666666,6.266666666666666,3,0,0,0,aoe2_golden_kiting_arbalestervspaladin_2026-08-06.zip,2049164F01A4E237AEABACBAA120837AE60A0E133AC0319C645210DA16717068
Arbalester vs Paladin,5v10,5,10,92.9,92.33333333333333,93.16666666666667,93.5,93.5,93.5,0.5999999999999943,0.5999999999999943,0.3333333333333286,0,0,0,aoe2_golden_kiting_arbalestervspaladin_2026-08-06.zip,2049164F01A4E237AEABACBAA120837AE60A0E133AC0319C645210DA16717068
Heavy Cav Archer vs Champion,10v5,10,5,-99.025,-100,-98.375,-91.875,-91.875,-91.875,7.150000000000006,7.150000000000006,6.5,0,0,0,aoe2_golden_kiting_hcavarchervschampion_2026-08-06.zip,EB47F418B2D88BFB99D0083CF05DE153B329D531B0E179494DAE1A5CA3D921C5
Heavy Cav Archer vs Champion,15v20,15,20,-56.98333333333333,-69.5,-49.833333333333336,-74.91666666666667,-74.91666666666667,-74.91666666666667,-17.933333333333344,17.933333333333344,5.416666666666671,0,0,0,aoe2_golden_kiting_hcavarchervschampion_2026-08-06.zip,EB47F418B2D88BFB99D0083CF05DE153B329D531B0E179494DAE1A5CA3D921C5
Heavy Cav Archer vs Champion,20v15,20,15,-96.075,-99.1875,-92.5625,-88.5,-88.5,-88.5,7.575000000000003,7.575000000000003,4.0625,0,0,0,aoe2_golden_kiting_hcavarchervschampion_2026-08-06.zip,EB47F418B2D88BFB99D0083CF05DE153B329D531B0E179494DAE1A5CA3D921C5
Heavy Cav Archer vs Champion,20v20,20,20,-83.4125,-88.625,-73.5,-84.4375,-84.4375,-84.4375,-1.0250000000000057,1.0250000000000057,0,1,0,0,aoe2_golden_kiting_hcavarchervschampion_2026-08-06.zip,EB47F418B2D88BFB99D0083CF05DE153B329D531B0E179494DAE1A5CA3D921C5
Heavy Cav Archer vs Champion,5v10,5,10,44.57142857142857,36.57142857142857,49.142857142857146,38.285714285714285,38.285714285714285,38.285714285714285,-6.285714285714285,6.285714285714285,0,1,0,0,aoe2_golden_kiting_hcavarchervschampion_2026-08-06.zip,EB47F418B2D88BFB99D0083CF05DE153B329D531B0E179494DAE1A5CA3D921C5
Heavy Cav Archer vs Elite Battle Elephant,10v5,10,5,75.125,74.125,76.375,81.75,81.75,81.75,6.625,6.625,5.375,0,0,0,aoe2_golden_kiting_hcavarchervselephant_2026-08-06.zip,CB7D0D448D35C09013C028FBC5A38E6267D8BBA09B3DB02125E9BD3E746A3F90
Heavy Cav Archer vs Elite Battle Elephant,15v20,15,20,92.3,91.5,93.25,92.15625,92.15625,92.15625,-0.14374999999999716,0.14374999999999716,0,1,0,0,aoe2_golden_kiting_hcavarchervselephant_2026-08-06.zip,CB7D0D448D35C09013C028FBC5A38E6267D8BBA09B3DB02125E9BD3E746A3F90
Heavy Cav Archer vs Elite Battle Elephant,20v15,20,15,82.90833333333333,80.875,86.125,82.125,82.125,82.125,-0.7833333333333314,0.7833333333333314,0,1,0,0,aoe2_golden_kiting_hcavarchervselephant_2026-08-06.zip,CB7D0D448D35C09013C028FBC5A38E6267D8BBA09B3DB02125E9BD3E746A3F90
Heavy Cav Archer vs Elite Battle Elephant,20v20,20,20,88.8375,87.875,89.46875,87.25,87.25,87.25,-1.5875000000000057,1.5875000000000057,0.625,0,0,0,aoe2_golden_kiting_hcavarchervselephant_2026-08-06.zip,CB7D0D448D35C09013C028FBC5A38E6267D8BBA09B3DB02125E9BD3E746A3F90
Heavy Cav Archer vs Elite Battle Elephant,5v10,5,10,96,95.8125,96.3125,96.75,96.75,96.75,0.75,0.75,0.4375,0,0,0,aoe2_golden_kiting_hcavarchervselephant_2026-08-06.zip,CB7D0D448D35C09013C028FBC5A38E6267D8BBA09B3DB02125E9BD3E746A3F90
Heavy Cav Archer vs Elite Fire Lancer,10v5,10,5,-92.575,-95.875,-86.5,-76.875,-76.875,-76.875,15.700000000000003,15.700000000000003,9.625,0,0,0,aoe2_golden_kiting_hcavarchervsfirelancer_2026-08-06.zip,DB044077EC928ECED80DFD69B517D535B691035C859F964DF2B6911CE54F74B6
Heavy Cav Archer vs Elite Fire Lancer,15v20,15,20,37.30588235294117,25.176470588235293,49.11764705882353,44.294117647058826,44.294117647058826,44.294117647058826,6.988235294117658,6.988235294117658,0,1,0,0,aoe2_golden_kiting_hcavarchervsfirelancer_2026-08-06.zip,DB044077EC928ECED80DFD69B517D535B691035C859F964DF2B6911CE54F74B6
Heavy Cav Archer vs Elite Fire Lancer,20v15,20,15,-57.925,-63.3125,-49.0625,-66.5625,-66.5625,-66.5625,-8.637500000000003,8.637500000000003,3.25,0,0,0,aoe2_golden_kiting_hcavarchervsfirelancer_2026-08-06.zip,DB044077EC928ECED80DFD69B517D535B691035C859F964DF2B6911CE54F74B6
Heavy Cav Archer vs Elite Fire Lancer,20v20,20,20,-32.475,-55.625,17,-20.5,-20.5,-20.5,11.975000000000001,11.975000000000001,0,1,1,0,aoe2_golden_kiting_hcavarchervsfirelancer_2026-08-06.zip,DB044077EC928ECED80DFD69B517D535B691035C859F964DF2B6911CE54F74B6
Heavy Cav Archer vs Elite Fire Lancer,5v10,5,10,71.48235294117646,63.05882352941177,78,80.11764705882354,80.11764705882354,80.11764705882354,8.635294117647078,8.635294117647078,2.117647058823536,0,0,0,aoe2_golden_kiting_hcavarchervsfirelancer_2026-08-06.zip,DB044077EC928ECED80DFD69B517D535B691035C859F964DF2B6911CE54F74B6
Heavy Cav Archer vs Elite Steppe Lancer,10v5,10,5,-86.25,-92.5,-80,-71.25,-71.25,-71.25,15,15,8.75,0,0,0,aoe2_golden_kiting_hcavarchervssteppe_2026-08-06.zip,74D83F2EBE0D7EE89AD76C50D68147D4D0B085FA0223B1CECB59FF83198C9373
Heavy Cav Archer vs Elite Steppe Lancer,15v20,15,20,59.2,54.5,63.25,40,40,40,-19.200000000000003,19.200000000000003,14.5,0,0,0,aoe2_golden_kiting_hcavarchervssteppe_2026-08-06.zip,74D83F2EBE0D7EE89AD76C50D68147D4D0B085FA0223B1CECB59FF83198C9373
Heavy Cav Archer vs Elite Steppe Lancer,20v15,20,15,-26.5,-32.5,-21.875,-57.5,-57.5,-57.5,-31,31,25,0,0,0,aoe2_golden_kiting_hcavarchervssteppe_2026-08-06.zip,74D83F2EBE0D7EE89AD76C50D68147D4D0B085FA0223B1CECB59FF83198C9373
Heavy Cav Archer vs Elite Steppe Lancer,20v20,20,20,29.6,23.5,40,-40,-40,-40,-69.6,69.6,63.5,0,5,0,aoe2_golden_kiting_hcavarchervssteppe_2026-08-06.zip,74D83F2EBE0D7EE89AD76C50D68147D4D0B085FA0223B1CECB59FF83198C9373
Heavy Cav Archer vs Elite Steppe Lancer,5v10,5,10,80.2,75,88,77.5,77.5,77.5,-2.700000000000003,2.700000000000003,0,1,0,0,aoe2_golden_kiting_hcavarchervssteppe_2026-08-06.zip,74D83F2EBE0D7EE89AD76C50D68147D4D0B085FA0223B1CECB59FF83198C9373
Heavy Cav Archer vs Paladin,10v5,10,5,-39.9,-57,-18.875,-25.375,-25.375,-25.375,14.524999999999999,14.524999999999999,0,1,0,0,aoe2_golden_kiting_hcavarchervspaladin_2026-08-06.zip,8902DE64B120E6302860F8F9B35B572523B29B4C0F305C65A7DA6D0C286F7968
Heavy Cav Archer vs Paladin,15v20,15,20,76.2,71.66666666666667,80.66666666666667,75,75,75,-1.2000000000000028,1.2000000000000028,0,1,0,0,aoe2_golden_kiting_hcavarchervspaladin_2026-08-06.zip,8902DE64B120E6302860F8F9B35B572523B29B4C0F305C65A7DA6D0C286F7968
Heavy Cav Archer vs Paladin,20v15,20,15,39.49629629629629,32.74074074074074,48.44444444444444,42.96296296296296,42.96296296296296,42.96296296296296,3.4666666666666686,3.4666666666666686,0,1,0,0,aoe2_golden_kiting_hcavarchervspaladin_2026-08-06.zip,8902DE64B120E6302860F8F9B35B572523B29B4C0F305C65A7DA6D0C286F7968
Heavy Cav Archer vs Paladin,20v20,20,20,61.355555555555554,51.888888888888886,70.33333333333333,59.222222222222214,59.22222222222222,59.22222222222222,-2.13333333333334,2.13333333333334,0,1,0,0,aoe2_golden_kiting_hcavarchervspaladin_2026-08-06.zip,8902DE64B120E6302860F8F9B35B572523B29B4C0F305C65A7DA6D0C286F7968
Heavy Cav Archer vs Paladin,5v10,5,10,88.22222222222221,87.33333333333333,89.55555555555556,89.77777777777777,89.77777777777777,89.77777777777777,1.5555555555555571,1.5555555555555571,0.22222222222221433,0,0,0,aoe2_golden_kiting_hcavarchervspaladin_2026-08-06.zip,8902DE64B120E6302860F8F9B35B572523B29B4C0F305C65A7DA6D0C286F7968
Heavy Scorpion vs Champion,10v5,10,5,-90.33333333333334,-91.5,-87.16666666666667,-97.16666666666667,-97.16666666666667,-97.16666666666667,-6.833333333333329,6.833333333333329,5.666666666666671,0,0,0,aoe2_golden_ranged_scorpionvschampion_2026-08-05.zip,30235D984F503172123DFD2D4D24AB9AB513EE57A29C6825AF2252B7879B6EDB
