matchup,ratio,ranged_count,melee_count,tape_mean,tape_min,tape_max,simulation_mean,simulation_min,simulation_max,mean_delta,absolute_mean_delta,tape_band_error,tape_band_coverage,wrong_winner_runs,unresolved_runs,archive,zip_sha256
Heavy Cav Archer vs Champion,5v10,5,10,44.57142857142857,36.57142857142857,49.142857142857146,42.285714285714285,42.285714285714285,42.285714285714285,-2.2857142857142847,2.2857142857142847,0,1,0,0,aoe2_golden_kiting_hcavarchervschampion_2026-08-06.zip,EB47F418B2D88BFB99D0083CF05DE153B329D531B0E179494DAE1A5CA3D921C5
Heavy Cav Archer vs Champion,10v5,10,5,-99.025,-100,-98.375,-91.875,-91.875,-91.875,7.150000000000006,7.150000000000006,6.5,0,0,0,aoe2_golden_kiting_hcavarchervschampion_2026-08-06.zip,EB47F418B2D88BFB99D0083CF05DE153B329D531B0E179494DAE1A5CA3D921C5
Heavy Cav Archer vs Champion,15v20,15,20,-56.98333333333333,-69.5,-49.833333333333336,-78.16666666666667,-78.16666666666667,-78.16666666666667,-21.183333333333344,21.183333333333344,8.666666666666671,0,0,0,aoe2_golden_kiting_hcavarchervschampion_2026-08-06.zip,EB47F418B2D88BFB99D0083CF05DE153B329D531B0E179494DAE1A5CA3D921C5
Heavy Cav Archer vs Champion,20v15,20,15,-96.075,-99.1875,-92.5625,-87.6875,-87.6875,-87.6875,8.387500000000003,8.387500000000003,4.875,0,0,0,aoe2_golden_kiting_hcavarchervschampion_2026-08-06.zip,EB47F418B2D88BFB99D0083CF05DE153B329D531B0E179494DAE1A5CA3D921C5
Heavy Cav Archer vs Champion,20v20,20,20,-83.4125,-88.625,-73.5,-83.625,-83.625,-83.625,-0.21250000000000568,0.21250000000000568,0,1,0,0,aoe2_golden_kiting_hcavarchervschampion_2026-08-06.zip,EB47F418B2D88BFB99D0083CF05DE153B329D531B0E179494DAE1A5CA3D921C5
Heavy Cav Archer vs Elite Steppe Lancer,5v10,5,10,80.2,75,88,77.5,77.5,77.5,-2.700000000000003,2.700000000000003,0,1,0,0,aoe2_golden_kiting_hcavarchervssteppe_2026-08-06.zip,74D83F2EBE0D7EE89AD76C50D68147D4D0B085FA0223B1CECB59FF83198C9373
Heavy Cav Archer vs Elite Steppe Lancer,10v5,10,5,-86.25,-92.5,-80,-71.25,-71.25,-71.25,15,15,8.75,0,0,0,aoe2_golden_kiting_hcavarchervssteppe_2026-08-06.zip,74D83F2EBE0D7EE89AD76C50D68147D4D0B085FA0223B1CECB59FF83198C9373
Heavy Cav Archer vs Elite Steppe Lancer,15v20,15,20,59.2,54.5,63.25,45.75,45.75,45.75,-13.450000000000003,13.450000000000003,8.75,0,0,0,aoe2_golden_kiting_hcavarchervssteppe_2026-08-06.zip,74D83F2EBE0D7EE89AD76C50D68147D4D0B085FA0223B1CECB59FF83198C9373
Heavy Cav Archer vs Elite Steppe Lancer,20v15,20,15,-26.5,-32.5,-21.875,-53.125,-53.125,-53.125,-26.625,26.625,20.625,0,0,0,aoe2_golden_kiting_hcavarchervssteppe_2026-08-06.zip,74D83F2EBE0D7EE89AD76C50D68147D4D0B085FA0223B1CECB59FF83198C9373
Heavy Cav Archer vs Elite Steppe Lancer,20v20,20,20,29.6,23.5,40,-29.375,-29.375,-29.375,-58.975,58.975,52.875,0,5,0,aoe2_golden_kiting_hcavarchervssteppe_2026-08-06.zip,74D83F2EBE0D7EE89AD76C50D68147D4D0B085FA0223B1CECB59FF83198C9373
